ID,TREAT,TREAT_LABEL,POSITION,TENURE,FAMILIARITY,INDUSTRY,EMP_SIZE,REVENUE,EXPORT_PCT,OWNERSHIP,SUPPLY_POS,ESG_REP,ISO14001,ENV_INSP,ENV_PEN,EPR_REP,AWR1,AWR2,AWR3,AWR4,AWR5,AWR_MEAN,EO1,EO2,EO3,EO4,EO5,EO_MEAN,CC1,CC2,CC3,CC4,CC5,CC_MEAN,RC1,RC2,RC3,RC4,RC5,RC_MEAN,RP1,RP2,RP3,RP4,RP_MEAN,REP1,REP2,REP3,REP4,REP_MEAN,MP1,MP2,MP3,MP4,MP_MEAN,MC1,MC2,MC3,BAE_MKT,BAE_PROD,BAE_OPS,BAE_TRAIN,BAE_EPR,CI1,CI2,CI3,CI4,CI5,CI_MEAN,PP1,PP2,PP3,PP4,PP_MEAN,T_REGULATORY,T_REPUTATIONAL,T_MARKET,CI_ZSCORED
139,3,Market,6,7,3,5,3,3,70,4,3,0,0,0,0,0,5,4,4,5,5,4.6,2,3,2,1,2,2.0,3,3,4,4,4,3.6,5,6,6,6,5,5.6,6,5,7,6,6.0,3,3,3,4,3.25,4,4,5,4,4.25,5,4,3,23.0,15.0,31.0,10.0,21.0,4,3,4,4,3,3.6,3,5,4,4,4.0,0,0,1,-1.0927
140,1,Regulatory,3,12,4,1,5,3,14,4,5,0,1,0,1,1,3,3,3,3,3,3.0,3,3,3,3,4,3.2,5,4,4,5,4,4.4,3,3,3,3,3,3.0,6,5,6,6,5.75,4,5,3,5,4.25,3,4,3,5,3.75,7,5,5,26.0,28.0,18.0,5.0,23.0,7,5,6,5,6,5.8,5,3,5,4,4.25,1,0,0,1.1263
141,2,Reputational,4,9,5,6,2,3,26,1,1,0,1,1,0,1,4,4,4,4,3,3.8,4,4,4,4,3,3.8,4,3,4,4,4,3.8,3,4,4,4,4,3.8,3,4,3,4,3.5,2,3,3,2,2.5,5,6,5,6,5.5,4,4,5,23.0,22.0,26.0,5.0,24.0,6,5,5,6,4,5.2,3,4,4,4,3.75,0,1,0,0.5211
142,2,Reputational,4,7,3,1,3,3,29,1,2,0,0,1,0,0,5,4,5,5,5,4.8,3,4,3,4,4,3.6,5,4,5,5,4,4.6,3,4,4,4,4,3.8,5,5,5,5,5.0,3,4,3,4,3.5,5,4,5,4,4.5,3,5,5,18.0,16.0,33.0,11.0,22.0,4,4,4,4,4,4.0,4,6,5,5,5.0,0,1,0,-0.6892
143,2,Reputational,3,14,7,4,6,3,25,1,4,0,1,0,1,1,4,4,5,4,4,4.2,4,4,4,4,3,3.8,2,1,1,1,2,1.4,4,3,3,3,4,3.4,5,5,4,4,4.5,5,5,4,4,4.5,2,2,2,1,1.75,4,6,4,20.0,25.0,23.0,13.0,19.0,2,2,2,3,2,2.2,4,6,5,5,5.0,0,1,0,-2.5048
144,0,Control,5,3,5,6,2,4,21,5,1,0,1,0,1,1,3,3,3,3,4,3.2,3,2,3,2,1,2.2,5,6,5,4,4,4.8,3,3,4,2,3,3.0,6,7,7,7,6.75,6,6,6,6,6.0,5,5,5,4,4.75,4,3,3,30.0,26.0,24.0,9.0,11.0,4,4,5,4,5,4.4,4,5,4,4,4.25,0,0,0,-0.2858
145,0,Control,7,11,5,2,2,4,19,5,1,0,0,1,0,1,4,5,5,5,4,4.6,4,4,5,4,5,4.4,2,3,3,3,2,2.6,6,5,6,5,5,5.4,4,4,4,5,4.25,2,2,2,3,2.25,4,4,3,4,3.75,4,4,5,25.0,20.0,34.0,6.0,15.0,4,2,2,2,2,2.4,5,5,5,5,5.0,0,0,0,-2.303
146,1,Regulatory,3,3,5,6,4,3,8,1,5,1,0,0,0,1,4,3,3,3,3,3.2,6,6,6,4,4,5.2,6,5,7,4,6,5.6,5,5,5,5,4,4.8,6,5,6,6,5.75,4,4,4,4,4.0,5,4,3,4,4.0,6,4,3,22.0,25.0,25.0,14.0,14.0,4,4,3,4,3,3.6,5,5,5,6,5.25,1,0,0,-1.0927
147,1,Regulatory,5,1,5,6,3,4,16,1,2,0,0,1,0,0,5,4,5,4,4,4.4,6,5,5,5,5,5.2,2,2,2,3,2,2.2,3,4,4,4,4,3.8,6,6,7,7,6.5,3,4,4,4,3.75,4,4,3,4,3.75,7,5,5,17.0,31.0,24.0,7.0,21.0,5,6,5,6,5,5.4,4,4,5,4,4.25,1,0,0,0.7229
148,2,Reputational,6,5,5,4,4,4,12,2,1,1,0,0,0,1,5,4,5,4,4,4.4,4,3,4,3,3,3.4,3,2,3,4,3,3.0,4,5,5,4,5,4.6,5,5,6,5,5.25,2,3,3,3,2.75,4,4,5,5,4.5,4,6,5,24.0,21.0,25.0,9.0,21.0,3,4,3,3,4,3.4,3,4,4,4,3.75,0,1,0,-1.2944
149,2,Reputational,5,3,5,1,2,4,37,1,3,0,1,0,0,1,4,5,5,4,5,4.6,4,3,3,3,3,3.2,4,5,5,4,4,4.4,4,5,5,5,4,4.6,5,5,4,4,4.5,4,5,4,4,4.25,4,5,4,4,4.25,4,5,4,23.0,22.0,27.0,6.0,22.0,4,4,4,4,4,4.0,4,4,4,4,4.0,0,1,0,-0.6892
150,1,Regulatory,1,9,6,1,5,1,24,2,2,0,0,1,0,1,6,6,7,6,6,6.2,3,3,3,4,4,3.4,4,4,4,4,5,4.2,4,4,4,5,4,4.2,7,6,7,7,6.75,5,4,6,6,5.25,3,4,4,3,3.5,7,4,5,31.0,19.0,16.0,8.0,26.0,6,7,6,7,7,6.6,6,5,5,5,5.25,1,0,0,1.9332
151,0,Control,1,7,5,1,4,4,11,2,2,0,0,0,1,1,5,6,5,5,6,5.4,3,5,4,5,4,4.2,3,3,3,4,4,3.4,5,4,6,5,5,5.0,4,4,5,4,4.25,5,5,5,5,5.0,4,4,3,3,3.5,4,3,5,24.0,31.0,27.0,7.0,11.0,5,6,5,6,5,5.4,2,3,1,2,2.0,0,0,0,0.7229
152,0,Control,4,5,7,6,4,3,25,1,1,1,0,1,0,1,5,5,5,4,4,4.6,5,5,4,4,5,4.6,4,3,3,3,4,3.4,4,4,5,5,4,4.4,5,5,6,5,5.25,2,3,2,4,2.75,3,4,4,4,3.75,4,4,3,30.0,31.0,24.0,6.0,9.0,3,4,4,4,5,4.0,4,4,4,5,4.25,0,0,0,-0.6892
153,3,Market,5,12,4,4,2,3,68,1,3,0,0,0,0,1,4,5,4,5,5,4.6,3,4,4,3,3,3.4,1,2,2,1,2,1.6,3,3,4,3,4,3.4,4,5,6,5,5.0,3,5,4,4,4.0,1,1,2,2,1.5,6,4,5,27.0,26.0,20.0,11.0,16.0,5,5,5,6,5,5.2,5,5,6,5,5.25,0,0,1,0.5211
154,1,Regulatory,5,11,5,2,4,1,30,2,4,0,0,1,0,1,5,5,5,5,6,5.2,4,5,5,5,6,5.0,3,1,2,2,2,2.0,6,5,6,5,5,5.4,5,5,4,5,4.75,5,5,5,4,4.75,5,5,5,5,5.0,7,3,4,29.0,17.0,26.0,5.0,23.0,4,4,4,4,4,4.0,5,6,5,6,5.5,1,0,0,-0.6892
155,2,Reputational,4,3,5,6,5,3,17,4,5,0,0,1,0,0,6,7,6,5,6,6.0,4,4,5,5,5,4.6,3,3,4,4,2,3.2,5,5,5,5,5,5.0,5,5,4,4,4.5,3,4,4,5,4.0,7,6,7,6,6.5,4,5,3,28.0,16.0,22.0,14.0,20.0,4,4,5,4,4,4.2,5,5,4,5,4.75,0,1,0,-0.4875
156,1,Regulatory,5,3,3,2,5,3,33,1,3,0,0,0,0,0,2,2,2,3,3,2.4,3,3,3,2,3,2.8,4,4,5,5,4,4.4,6,6,6,6,6,6.0,5,5,5,6,5.25,4,4,5,6,4.75,5,3,4,4,4.0,5,4,4,32.0,23.0,22.0,9.0,14.0,5,4,5,5,5,4.8,5,4,4,5,4.5,1,0,0,0.1177
157,2,Reputational,1,16,4,2,3,1,45,4,4,1,1,0,0,1,1,1,2,1,1,1.2,5,5,4,4,4,4.4,3,3,2,3,2,2.6,4,6,5,5,5,5.0,1,1,2,2,1.5,2,1,2,2,1.75,3,2,3,4,3.0,5,6,4,23.0,21.0,23.0,9.0,24.0,6,5,5,5,5,5.2,4,4,5,4,4.25,0,1,0,0.5211
158,0,Control,1,3,5,2,2,2,17,1,1,0,0,1,0,1,4,4,4,4,4,4.0,3,3,4,4,4,3.6,1,1,2,2,2,1.6,5,5,5,6,6,5.4,6,6,6,5,5.75,6,6,6,6,6.0,2,3,2,3,2.5,4,4,4,34.0,23.0,22.0,7.0,14.0,6,6,6,5,6,5.8,4,4,4,4,4.0,0,0,0,1.1263
159,1,Regulatory,5,20,4,2,2,2,4,1,5,1,0,0,0,1,4,5,5,5,4,4.6,1,1,1,1,1,1.0,3,3,3,3,4,3.2,6,5,6,6,6,5.8,6,6,6,6,6.0,4,4,4,3,3.75,6,7,6,5,6.0,5,5,5,21.0,30.0,20.0,12.0,17.0,4,4,5,3,4,4.0,4,4,4,5,4.25,1,0,0,-0.6892
160,2,Reputational,1,3,4,6,3,4,22,1,1,1,0,1,0,0,6,5,5,6,5,5.4,6,5,4,5,4,4.8,2,3,3,2,2,2.4,6,6,6,6,6,6.0,5,5,5,4,4.75,3,3,3,4,3.25,5,4,4,4,4.25,4,3,4,19.0,27.0,20.0,12.0,22.0,4,3,3,4,3,3.4,5,6,5,6,5.5,0,1,0,-1.2944
161,2,Reputational,5,7,6,3,2,3,45,1,3,0,0,0,1,1,6,5,6,5,7,5.8,5,4,4,4,5,4.4,3,2,3,3,2,2.6,5,6,5,6,6,5.6,5,5,5,4,4.75,4,3,3,4,3.5,4,4,4,4,4.0,5,5,4,18.0,24.0,24.0,8.0,26.0,6,6,7,7,6,6.4,4,4,4,4,4.0,0,1,0,1.7315
162,1,Regulatory,2,4,5,5,5,4,19,1,3,0,0,1,0,0,5,5,5,6,5,5.2,4,5,4,4,3,4.0,4,3,4,4,4,3.8,3,4,4,4,3,3.6,6,5,4,6,5.25,5,6,5,5,5.25,3,3,2,3,2.75,6,3,3,22.0,28.0,24.0,6.0,20.0,4,5,5,4,5,4.6,7,6,5,6,6.0,1,0,0,-0.0841
163,1,Regulatory,5,31,5,1,3,3,18,5,2,1,0,1,0,0,5,4,4,4,4,4.2,5,5,5,5,5,5.0,1,1,2,1,1,1.2,6,7,7,7,7,6.8,3,3,3,3,3.0,3,3,3,3,3.0,5,6,6,6,5.75,6,3,2,20.0,20.0,31.0,9.0,20.0,5,6,6,6,6,5.8,4,4,4,5,4.25,1,0,0,1.1263
164,1,Regulatory,3,4,3,1,3,3,14,1,3,1,1,1,0,0,6,5,6,6,5,5.6,3,3,2,3,3,2.8,5,4,5,4,5,4.6,6,5,5,6,5,5.4,4,4,5,5,4.5,3,3,4,4,3.5,3,3,2,3,2.75,5,5,4,24.0,21.0,26.0,6.0,23.0,5,4,5,5,4,4.6,4,5,5,5,4.75,1,0,0,-0.0841
165,3,Market,5,3,6,5,4,2,20,1,2,0,0,0,0,1,3,4,3,4,3,3.4,4,4,4,4,3,3.8,3,3,3,3,3,3.0,6,5,5,5,5,5.2,6,5,6,5,5.5,4,3,3,5,3.75,4,5,5,5,4.75,5,4,5,24.0,21.0,25.0,10.0,20.0,5,4,6,5,6,5.2,5,5,5,4,4.75,0,0,1,0.5211
166,3,Market,2,7,6,3,2,2,59,2,2,0,0,0,0,0,5,4,5,4,5,4.6,5,4,5,4,4,4.4,3,4,3,3,3,3.2,5,6,5,5,5,5.2,5,4,5,4,4.5,3,3,3,3,3.0,4,3,2,2,2.75,6,4,6,20.0,16.0,28.0,11.0,25.0,6,6,6,6,6,6.0,5,5,6,6,5.5,0,0,1,1.328
167,1,Regulatory,5,3,5,4,4,3,15,2,2,0,0,0,0,1,4,3,4,3,3,3.4,4,5,5,4,4,4.4,5,4,4,4,4,4.2,5,4,4,4,5,4.4,5,5,5,5,5.0,3,3,3,3,3.0,5,5,5,4,4.75,6,3,4,17.0,18.0,27.0,12.0,26.0,5,4,5,5,5,4.8,6,6,6,6,6.0,1,0,0,0.1177
168,3,Market,3,15,6,1,4,2,10,4,1,0,1,1,0,1,6,6,6,7,6,6.2,4,4,4,4,5,4.2,5,6,5,5,4,5.0,3,3,3,4,3,3.2,6,6,6,6,6.0,4,3,3,4,3.5,4,3,4,3,3.5,5,3,6,32.0,17.0,22.0,7.0,22.0,4,4,5,5,5,4.6,6,6,6,6,6.0,0,0,1,-0.0841
169,1,Regulatory,5,4,2,1,3,2,15,2,3,0,1,0,0,1,5,5,5,4,6,5.0,5,4,5,6,5,5.0,2,2,3,3,3,2.6,4,4,4,4,4,4.0,4,6,5,6,5.25,4,3,4,4,3.75,5,5,4,5,4.75,6,4,4,25.0,14.0,29.0,13.0,19.0,5,5,4,6,4,4.8,6,6,5,7,6.0,1,0,0,0.1177
170,0,Control,3,4,5,1,2,2,3,1,4,1,0,1,0,1,3,2,4,3,3,3.0,5,4,5,4,4,4.4,4,4,5,4,4,4.2,5,5,5,5,5,5.0,2,3,2,3,2.5,3,4,4,3,3.5,7,6,6,5,6.0,2,5,4,31.0,22.0,25.0,11.0,11.0,5,5,6,5,5,5.2,3,3,3,3,3.0,0,0,0,0.5211
171,1,Regulatory,3,5,5,1,3,3,16,1,4,0,0,1,0,1,5,5,4,4,5,4.6,3,3,4,4,4,3.6,4,5,5,5,5,4.8,4,4,4,4,4,4.0,5,4,4,5,4.5,4,4,4,5,4.25,4,6,5,4,4.75,6,4,4,22.0,26.0,28.0,3.0,21.0,4,3,3,4,5,3.8,4,4,4,4,4.0,1,0,0,-0.891
172,2,Reputational,4,2,6,5,3,1,50,2,3,0,0,0,0,0,7,7,7,7,7,7.0,3,4,4,4,4,3.8,1,1,2,2,2,1.6,5,5,5,4,5,4.8,3,3,3,3,3.0,4,3,3,2,3.0,3,3,3,2,2.75,5,5,5,25.0,27.0,22.0,11.0,15.0,6,5,5,6,5,5.4,5,5,4,4,4.5,0,1,0,0.7229
173,0,Control,6,6,4,1,3,5,20,1,4,0,0,0,0,1,6,5,6,6,7,6.0,3,2,3,3,2,2.6,3,3,3,4,3,3.2,2,3,3,2,2,2.4,5,5,5,5,5.0,3,4,5,4,4.0,3,3,3,3,3.0,5,4,3,20.0,24.0,30.0,12.0,14.0,2,4,4,3,3,3.2,3,4,3,3,3.25,0,0,0,-1.4961
174,1,Regulatory,5,6,6,2,4,3,15,1,2,1,1,1,1,0,4,5,5,3,4,4.2,2,2,3,2,3,2.4,1,1,1,1,1,1.0,4,4,4,4,4,4.0,5,5,5,5,5.0,5,4,5,6,5.0,4,5,5,4,4.5,6,5,3,22.0,25.0,25.0,7.0,21.0,6,6,6,6,7,6.2,5,5,5,6,5.25,1,0,0,1.5298
175,1,Regulatory,6,5,3,2,3,4,4,1,3,0,0,0,0,1,7,7,7,7,6,6.8,4,5,4,5,4,4.4,4,2,3,3,3,3.0,4,4,5,5,5,4.6,6,6,7,7,6.5,4,4,4,4,4.0,3,4,5,4,4.0,6,3,4,14.0,30.0,17.0,14.0,25.0,5,5,4,5,5,4.8,6,5,5,6,5.5,1,0,0,0.1177
176,0,Control,5,12,4,6,2,3,37,4,3,0,1,0,0,1,4,5,4,4,4,4.2,4,4,4,3,4,3.8,3,2,2,4,3,2.8,7,6,6,6,6,6.2,5,5,5,5,5.0,2,3,3,3,2.75,5,5,5,4,4.75,5,4,4,30.0,20.0,25.0,10.0,15.0,3,2,3,3,2,2.6,3,3,3,4,3.25,0,0,0,-2.1013
177,0,Control,6,2,6,3,4,4,24,1,5,0,0,1,0,1,5,5,6,5,5,5.2,5,7,5,5,6,5.6,4,4,5,4,5,4.4,4,4,4,4,5,4.2,4,4,4,4,4.0,5,5,5,5,5.0,5,4,3,4,4.0,5,6,4,29.0,20.0,24.0,12.0,15.0,4,4,4,4,3,3.8,5,4,4,5,4.5,0,0,0,-0.891
178,0,Control,1,4,7,2,4,1,7,3,2,1,0,1,0,0,5,4,4,5,5,4.6,3,3,3,4,3,3.2,5,6,5,5,6,5.4,5,5,5,5,5,5.0,6,6,6,5,5.75,5,6,5,5,5.25,5,4,5,5,4.75,3,4,4,21.0,25.0,25.0,17.0,12.0,4,3,4,3,3,3.4,3,5,3,3,3.5,0,0,0,-1.2944
179,1,Regulatory,3,7,5,6,5,2,20,1,4,0,0,1,0,0,5,6,6,4,5,5.2,3,2,3,3,2,2.6,3,3,3,3,3,3.0,4,4,4,6,4,4.4,5,3,3,3,3.5,4,4,4,4,4.0,2,3,3,4,3.0,7,4,3,27.0,22.0,15.0,9.0,27.0,5,4,5,4,4,4.4,4,5,4,6,4.75,1,0,0,-0.2858
180,2,Reputational,3,5,5,2,4,4,32,1,4,1,0,0,0,1,5,5,5,4,5,4.8,5,4,4,5,4,4.4,2,2,2,4,3,2.6,4,4,4,4,4,4.0,6,7,5,6,6.0,3,4,4,4,3.75,4,5,5,4,4.5,6,5,4,23.0,22.0,26.0,12.0,17.0,5,5,4,4,5,4.6,4,5,5,4,4.5,0,1,0,-0.0841
181,3,Market,5,13,6,5,5,5,23,1,3,0,0,0,1,1,5,4,3,4,5,4.2,3,2,2,3,3,2.6,5,4,5,5,6,5.0,5,5,6,5,6,5.4,5,3,3,4,3.75,6,6,6,5,5.75,6,5,6,6,5.75,4,5,5,32.0,18.0,21.0,8.0,21.0,5,5,6,6,6,5.6,4,4,4,4,4.0,0,0,1,0.9246
182,2,Reputational,3,2,6,5,3,3,6,2,3,0,0,1,0,0,6,6,6,6,6,6.0,3,4,4,4,4,3.8,4,4,5,5,3,4.2,5,6,5,5,5,5.2,4,4,5,4,4.25,4,5,4,4,4.25,2,2,1,1,1.5,4,6,6,21.0,21.0,25.0,8.0,25.0,5,6,5,6,5,5.4,2,3,2,2,2.25,0,1,0,0.7229
183,0,Control,3,7,4,3,4,3,32,1,2,1,1,1,1,0,4,5,5,5,5,4.8,3,2,4,3,1,2.6,4,3,3,3,3,3.2,5,5,4,5,4,4.6,7,6,6,7,6.5,4,3,4,4,3.75,5,4,4,4,4.25,4,5,3,28.0,22.0,30.0,11.0,9.0,5,4,3,4,4,4.0,4,4,4,4,4.0,0,0,0,-0.6892
184,1,Regulatory,5,7,6,4,5,5,50,1,5,0,0,1,0,1,4,4,4,4,4,4.0,3,4,3,3,2,3.0,3,3,2,1,2,2.2,7,5,6,6,6,6.0,6,5,6,5,5.5,3,4,3,4,3.5,4,3,3,3,3.25,6,7,5,17.0,20.0,27.0,10.0,26.0,5,6,6,5,5,5.4,6,5,5,6,5.5,1,0,0,0.7229
185,1,Regulatory,1,2,6,2,5,3,45,5,4,1,1,1,0,1,5,5,6,5,6,5.4,5,5,5,5,5,5.0,4,5,3,3,4,3.8,4,5,4,4,4,4.2,6,6,6,5,5.75,5,4,4,4,4.25,4,5,4,5,4.5,5,4,3,23.0,26.0,25.0,6.0,20.0,6,6,7,6,7,6.4,7,6,6,6,6.25,1,0,0,1.7315
186,0,Control,1,3,3,4,3,3,14,1,1,0,0,0,0,1,6,5,6,5,5,5.4,4,4,4,3,4,3.8,4,4,4,5,4,4.2,5,5,5,5,5,5.0,6,6,5,6,5.75,4,6,4,6,5.0,2,1,2,1,1.5,3,3,3,31.0,18.0,31.0,7.0,13.0,3,3,4,4,3,3.4,7,6,5,6,6.0,0,0,0,-1.2944
187,3,Market,1,13,4,2,3,4,51,1,4,1,0,0,0,1,5,5,5,6,5,5.2,1,1,2,2,3,1.8,3,3,3,3,3,3.0,5,5,5,5,5,5.0,4,4,5,6,4.75,3,3,4,5,3.75,5,5,6,4,5.0,4,5,5,29.0,21.0,23.0,13.0,14.0,5,5,6,5,5,5.2,5,6,6,5,5.5,0,0,1,0.5211
188,1,Regulatory,6,15,3,7,6,4,43,2,3,0,0,1,0,1,4,4,4,5,4,4.2,3,2,4,3,2,2.8,2,4,2,3,2,2.6,4,4,4,4,4,4.0,6,5,5,6,5.5,4,5,4,5,4.5,5,5,4,6,5.0,7,6,6,32.0,18.0,19.0,8.0,23.0,5,5,5,5,5,5.0,4,3,4,5,4.0,1,0,0,0.3194
189,2,Reputational,3,4,6,2,4,4,22,4,4,0,0,1,0,1,6,5,5,5,6,5.4,3,4,3,3,3,3.2,3,3,3,4,4,3.4,5,5,4,5,5,4.8,6,6,5,6,5.75,6,5,5,6,5.5,6,5,4,5,5.0,6,5,5,25.0,24.0,20.0,9.0,22.0,6,5,4,4,5,4.8,5,5,5,5,5.0,0,1,0,0.1177
190,3,Market,3,14,4,6,4,2,33,1,4,0,1,0,0,0,3,3,4,3,4,3.4,3,3,3,3,3,3.0,3,3,3,3,3,3.0,4,4,4,5,4,4.2,6,6,6,5,5.75,3,3,2,2,2.5,3,4,3,3,3.25,6,4,5,22.0,26.0,24.0,10.0,18.0,5,5,4,5,4,4.6,5,5,5,5,5.0,0,0,1,-0.0841
191,0,Control,5,6,3,6,6,2,10,4,2,0,0,1,1,1,5,4,4,4,4,4.2,5,5,6,4,5,5.0,3,3,3,2,2,2.6,4,4,4,4,4,4.0,4,3,3,3,3.25,5,5,4,6,5.0,4,4,4,4,4.0,4,5,3,26.0,28.0,27.0,9.0,10.0,5,5,5,4,6,5.0,4,6,5,5,5.0,0,0,0,0.3194
192,1,Regulatory,2,5,2,2,6,3,25,2,3,0,1,1,0,1,5,5,4,5,5,4.8,4,3,4,3,3,3.4,4,4,4,5,6,4.6,5,5,5,4,4,4.6,5,5,5,5,5.0,5,4,5,4,4.5,4,4,5,5,4.5,5,3,5,18.0,23.0,23.0,7.0,29.0,6,6,6,7,7,6.4,4,4,5,4,4.25,1,0,0,1.7315
193,2,Reputational,3,5,5,1,2,2,18,1,1,0,0,0,1,1,4,4,4,4,4,4.0,3,3,4,3,4,3.4,2,3,3,2,4,2.8,5,4,5,5,5,4.8,4,3,3,3,3.25,4,4,4,5,4.25,4,3,4,3,3.5,5,5,3,21.0,18.0,28.0,8.0,25.0,6,5,5,6,4,5.2,5,5,4,5,4.75,0,1,0,0.5211
194,2,Reputational,4,2,5,6,4,3,29,1,2,1,1,0,0,1,4,4,5,5,5,4.6,4,4,4,4,3,3.8,3,3,4,3,3,3.2,5,5,5,6,5,5.2,3,4,4,5,4.0,4,4,4,4,4.0,5,4,4,4,4.25,4,6,5,29.0,26.0,20.0,6.0,19.0,5,5,5,5,5,5.0,5,5,5,5,5.0,0,1,0,0.3194
195,3,Market,4,1,3,6,2,4,8,1,2,0,0,0,0,0,4,5,4,5,4,4.4,5,5,5,6,5,5.2,1,2,1,3,2,1.8,5,6,6,6,7,6.0,7,6,6,5,6.0,4,5,3,5,4.25,3,3,3,3,3.0,4,4,5,25.0,19.0,17.0,10.0,29.0,4,4,5,5,5,4.6,4,5,6,5,5.0,0,0,1,-0.0841
196,2,Reputational,2,11,5,5,4,4,41,1,2,0,0,1,0,1,7,6,7,6,7,6.6,6,5,5,5,5,5.2,4,3,3,4,2,3.2,5,4,4,4,4,4.2,6,6,6,6,6.0,3,2,3,3,2.75,6,5,5,6,5.5,4,6,4,15.0,20.0,24.0,10.0,31.0,5,4,6,4,6,5.0,5,5,4,5,4.75,0,1,0,0.3194
197,1,Regulatory,4,10,4,7,5,3,26,1,2,1,0,1,0,1,6,5,6,6,6,5.8,4,5,3,4,3,3.8,3,3,2,3,2,2.6,4,5,5,5,5,4.8,5,4,5,5,4.75,5,5,5,5,5.0,4,4,4,3,3.75,5,3,4,24.0,25.0,29.0,7.0,15.0,7,7,7,7,6,6.8,5,4,5,4,4.5,1,0,0,2.1349
198,0,Control,5,3,5,1,4,2,42,1,4,1,0,0,0,1,5,5,5,5,4,4.8,3,4,4,4,4,3.8,3,1,1,1,2,1.6,6,7,7,7,5,6.4,5,5,5,5,5.0,4,5,6,5,5.0,2,2,2,2,2.0,5,4,3,27.0,26.0,27.0,10.0,10.0,4,5,4,4,4,4.2,3,3,2,2,2.5,0,0,0,-0.4875
199,1,Regulatory,4,4,6,5,2,2,53,1,2,1,1,1,1,0,4,4,4,4,4,4.0,4,4,3,3,4,3.6,3,3,3,3,3,3.0,5,5,4,4,5,4.6,6,5,4,4,4.75,5,5,5,5,5.0,5,5,5,6,5.25,5,5,5,21.0,24.0,22.0,11.0,22.0,5,5,5,4,4,4.6,6,6,5,6,5.75,1,0,0,-0.0841
200,2,Reputational,3,7,5,6,4,4,48,1,2,0,1,0,0,1,5,4,5,5,5,4.8,4,4,4,4,3,3.8,4,5,4,4,2,3.8,4,4,5,5,4,4.4,5,5,4,5,4.75,6,6,6,5,5.75,2,3,4,4,3.25,5,5,4,30.0,18.0,26.0,9.0,17.0,7,6,6,6,6,6.2,4,5,5,5,4.75,0,1,0,1.5298
201,1,Regulatory,4,4,5,3,5,4,2,1,3,1,1,0,1,0,3,3,4,4,5,3.8,5,5,5,4,5,4.8,6,5,6,6,5,5.6,2,3,2,2,2,2.2,5,6,4,5,5.0,3,5,4,5,4.25,4,5,4,4,4.25,6,3,5,22.0,28.0,27.0,5.0,18.0,3,4,3,3,3,3.2,5,4,5,5,4.75,1,0,0,-1.4961
202,2,Reputational,3,8,5,3,2,3,29,5,5,0,1,0,0,0,6,6,6,6,6,6.0,5,4,4,4,4,4.2,6,4,5,6,6,5.4,6,4,5,5,5,5.0,4,5,6,4,4.75,4,5,4,5,4.5,4,5,5,5,4.75,4,5,4,22.0,23.0,24.0,9.0,22.0,4,5,5,5,5,4.8,6,6,5,5,5.5,0,1,0,0.1177
203,3,Market,2,14,5,2,2,2,21,1,1,0,0,1,0,0,4,4,3,4,4,3.8,4,4,2,4,4,3.6,2,3,1,3,1,2.0,5,5,6,5,5,5.2,4,4,4,4,4.0,4,4,4,3,3.75,4,4,4,3,3.75,5,3,4,18.0,26.0,25.0,11.0,20.0,3,4,4,3,5,3.8,5,4,5,5,4.75,0,0,1,-0.891
204,1,Regulatory,3,6,4,2,5,2,20,1,2,1,0,1,0,1,4,4,5,4,5,4.4,4,6,5,5,5,5.0,4,3,2,3,4,3.2,4,4,4,4,4,4.0,5,6,5,5,5.25,6,6,5,5,5.5,4,5,4,4,4.25,7,3,4,11.0,19.0,21.0,16.0,33.0,6,6,7,7,7,6.6,5,5,4,5,4.75,1,0,0,1.9332
205,2,Reputational,4,10,6,3,2,2,6,4,5,0,1,0,1,1,6,6,5,5,5,5.4,1,2,2,3,2,2.0,5,3,4,4,3,3.8,4,5,4,4,5,4.4,4,4,4,4,4.0,4,4,4,4,4.0,2,4,4,4,3.5,4,5,3,15.0,21.0,37.0,4.0,23.0,6,5,5,6,5,5.4,3,3,3,4,3.25,0,1,0,0.7229
206,3,Market,3,11,6,2,3,3,46,1,3,0,0,0,0,0,6,6,5,5,5,5.4,5,5,5,4,5,4.8,4,4,3,4,4,3.8,4,5,4,5,4,4.4,5,5,5,6,5.25,5,4,5,4,4.5,4,4,4,5,4.25,4,6,6,24.0,22.0,30.0,5.0,19.0,4,5,6,5,5,5.0,5,4,4,4,4.25,0,0,1,0.3194
207,1,Regulatory,2,7,4,6,5,4,5,1,3,0,1,1,0,1,4,4,3,4,3,3.6,3,2,2,3,3,2.6,2,3,3,2,2,2.4,3,3,4,3,4,3.4,7,6,6,6,6.25,2,2,2,2,2.0,6,5,6,5,5.5,5,5,4,23.0,21.0,24.0,16.0,16.0,7,7,6,6,6,6.4,3,4,4,4,3.75,1,0,0,1.7315
208,1,Regulatory,1,8,3,4,5,3,26,1,2,0,1,1,0,1,4,3,4,3,3,3.4,4,4,4,3,3,3.6,1,2,1,1,1,1.2,5,6,5,5,6,5.4,6,6,6,6,6.0,6,7,5,6,6.0,4,4,5,4,4.25,5,6,3,19.0,29.0,28.0,7.0,17.0,4,4,4,4,3,3.8,4,5,4,5,4.5,1,0,0,-0.891
